source_text,original_description,cleaned_description,prefill_merchant_in_csv,local_provider,local_direction,local_counterparty,local_pick_merchant,local_is_unknown,server_provider,server_direction,server_counterparty,server_prefill_merchant,server_ai_merchant,server_final_decision,final_decision,decision_source
YEMAS DE SANTA TERESA AVILA ESP,,,YEMAS DE SANTA TERESA,unknown,,,Yemas De Santa Teresa,0,,,,,,,Yemas De Santa Teresa,local
BO SPECIALTY COFFEE MADRID ESP,,,BO SPECIALTY COFFEE,unknown,,,Bo Specialty Coffee Madrid,0,,,,,,,Bo Specialty Coffee Madrid,local
EL CORTE INGLES-DEPART MADRID ESP,,,EL CORTE INGLES,unknown,,,El Corte Ingles-Depart Madrid,0,,,,,,,El Corte Ingles-Depart Madrid,local
EL CORTE INGLES-DEPART MADRID ESP,,,EL CORTE INGLES,unknown,,,El Corte Ingles-Depart Madrid,0,,,,,,,El Corte Ingles-Depart Madrid,local
EL CORTE INGLES-DEPART MADRID ESP,,,EL CORTE INGLES,unknown,,,El Corte Ingles-Depart Madrid,0,,,,,,,El Corte Ingles-Depart Madrid,local
EL CORTE INGLES-DEPART MADRID ESP,,,EL CORTE INGLES,unknown,,,El Corte Ingles-Depart Madrid,0,,,,,,,El Corte Ingles-Depart Madrid,local
FARMACIA M MAR CASTILL MADRID ESP,,,Farmacia M Mar,unknown,,,Farmacia M Mar Castill,0,,,,,,,Farmacia M Mar Castill,local
KIOSKO RETIRO MADRID ESP,,,KIOSKO,unknown,,,Kiosko Retiro Madrid Esp,0,,,,,,,Kiosko Retiro Madrid Esp,local
LA TASCA DE RETIRO MADRID ESP,,,La Tasca De Retiro,unknown,,,La Tasca De Retiro,0,,,,,,,La Tasca De Retiro,local
AMAZON MKTPL*NZ3F68MN0 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
CH CAROLINA HERRERA SANTA MARIA ( ESP,,,Carolina Herrera,unknown,,,Ch Carolina Herrera Santa,0,,,,,,,Ch Carolina Herrera Santa,local
DIESEL Madrid ESP,,,DIESEL,unknown,,,Diesel Madrid Esp,0,,,,,,,Diesel Madrid Esp,local
FARMACIA CUZCO MADRID ESP,,,FARMACIA CUZCO,unknown,,,Farmacia Cuzco Madrid Esp,0,,,,,,,Farmacia Cuzco Madrid Esp,local
GOYANAR LAS ROZAS ROZAS LAS ESP,,,Las Rozas,unknown,,,Goyanar Las Rozas Rozas,0,,,,,,,Goyanar Las Rozas Rozas,local
VALENTINO LAS ROZAS ESP,,,VALENTINO,unknown,,,Valentino Las Rozas Esp,0,,,,,,,Valentino Las Rozas Esp,local
PRIMAPRIX ZARAGOZA VII ZARAGOZA ESP,,,PRIMAPRIX,unknown,,,Primaprix Zaragoza Vii Zaragoza,0,,,,,,,Primaprix Zaragoza Vii Zaragoza,local
ZELLE TO BASKETBALL CHARLIE ON 05/22 BASKET LORENZO,,,Basketball Charlie,zelle,to,BASKETBALL CHARLIE ON 05,Zelle To BASKETBALL CHARLIE ON 05,0,,,,,,,Zelle To BASKETBALL CHARLIE ON 05,local
AUTOPAY PAYMENT - THANK YOU,,,Financial Transactions,unknown,,,Autopay Payment Thank You,0,,,,,,,Autopay Payment Thank You,local
CITI CARD ONLINE PAYMENT 250521 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
CITI CARD ONLINE PAYMENT 250521 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
ONLINE TRANSFER FROM FALENI M PLATINUM SAVINGS INSURANCE APRIL OCT,,,Transfers,unknown,,,From Faleni M Platinum,0,,,,,,,From Faleni M Platinum,local
CAFETERIA PRADO MADRID ESP,,,Cafeteria Prado,unknown,,,Cafeteria Prado Madrid Esp,0,,,,,,,Cafeteria Prado Madrid Esp,local
EL PATIO VERTICAL MADRID ESP,,,EL PATIO VERTICAL,unknown,,,El Patio Vertical Madrid,0,,,,,,,El Patio Vertical Madrid,local
GOOGLE *Google One 650-253-0000,,,Google,unknown,,,Google Google One,0,,,,,,,Google Google One,local
TARIN JOYEROS ZARAGOZA ESP,,,TARIN JOYEROS,unknown,,,Tarin Joyeros Zaragoza Esp,0,,,,,,,Tarin Joyeros Zaragoza Esp,local
MACYS .COM MASON,,,Macy's,unknown,,,Macys .Com Mason,0,,,,,,,Macys .Com Mason,local
MACYS .COM MASON,,,Macy's,unknown,,,Macys .Com Mason,0,,,,,,,Macys .Com Mason,local
MACYS .COM MASON,,,Macy's,unknown,,,Macys .Com Mason,0,,,,,,,Macys .Com Mason,local
APPLE CASH BALANCE 877-233-8552 CA S585136451460432,,,Apple Cash,unknown,,,Apple Cash Balance Ca,0,,,,,,,Apple Cash Balance Ca,local
FPL DIRECT DEBIT ELEC PYMT 05/25 PPDA MICHEL R FALENI,,,FPL,unknown,,,Fpl Direct Elec Pymt,0,,,,,,,Fpl Direct Elec Pymt,local
MENTA Y CANELA NAI MIAMI FL S305137525294437,,,MENTA Y CANELA,unknown,,,Menta Y Canela Nai,0,,,,,,,Menta Y Canela Nai,local
MONEY TRANSFER AUTHORIZED ON 05/16 APPLE CASH SENT MO 1INFINITELOOP CA S585136450831550,,,1INFINITELOOP,unknown,,,Money Authorized On Apple,0,,,,,,,Money Authorized On Apple,local
MEAT CLUB MARKET DORAL,,,Meat Club Market,unknown,,,Meat Club Market Doral,0,,,,,,,Meat Club Market Doral,local
MEAT CLUB MARKET DORAL,,,Meat Club Market,unknown,,,Meat Club Market Doral,0,,,,,,,Meat Club Market Doral,local
TST*CRAFT DORAL ISLES Doral,,,Craft Doral Isles,unknown,,,Tst Craft Doral Isles,0,,,,,,,Tst Craft Doral Isles,local
TST*FRANCISCA CHARCOAL 786-542-1393,,,Francisca Charcoal,unknown,,,Tst Francisca Charcoal,0,,,,,,,Tst Francisca Charcoal,local
GOOGLE *YT PRIMETIME G.CO/HELPPAY#,,,Google,unknown,,,Google Yt Primetime G.Co/Helppay,0,,,,,,,Google Yt Primetime G.Co/Helppay,local
TST* CRAZY ABOUT YOUMIAMI,,,CRAZY ABOUT YOU,unknown,,,Tst Crazy About Youmiami,0,,,,,,,Tst Crazy About Youmiami,local
TST* CRAZY ABOUT YOUMIAMI,,,CRAZY ABOUT YOU,unknown,,,Tst Crazy About Youmiami,0,,,,,,,Tst Crazy About Youmiami,local
BAIRES GRILL DORAL MIAMI,,,Baires Grill,unknown,,,Baires Grill Doral Miami,0,,,,,,,Baires Grill Doral Miami,local
CHEVRON 0200464 DORAL,,,Chevron,unknown,,,Chevron Doral,0,,,,,,,Chevron Doral,local
LAZ PARKING M06285-1 P DORAL,,,LAZ PARKING,unknown,,,Laz Parking P Doral,0,,,,,,,Laz Parking P Doral,local
PARKRECEIPTS.COM -V PLANO,,,Parking,unknown,,,Parkreceipts.Com -V Plano,0,,,,,,,Parkreceipts.Com -V Plano,local
AMAZON MKTPL*NW3X69EI0 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
BAIRES GRILL DORAL MIAMI,,,Baires Grill,unknown,,,Baires Grill Doral Miami,0,,,,,,,Baires Grill Doral Miami,local
PUBLIX #655 DORAL,,,Publix,unknown,,,Publix Doral,0,,,,,,,Publix Doral,local
eBay O*18-13011-28679 San Jose,,,eBay,unknown,,,Ebay O San Jose,0,,,,,,,Ebay O San Jose,local
SUNPASS*ACC613078 888-865-5352 FL S465135645865722,,,SUNPASS,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
TIRES PLUS 240062   MIAMI,,,Tires Plus,unknown,,,Tires Plus Miami,0,,,,,,,Tires Plus Miami,local
AMAZON MKTPL*NW6TQ7JG1 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
CHRISTOPHER COLUMBUS MIAMI,,,Columbus,unknown,,,Christopher Columbus Miami,0,,,,,,,Christopher Columbus Miami,local
INTEREST CHARGED TO PUR PR-05/06/25.,,,Financial Transactions,unknown,,,Charged To Pur Pr-,0,,,,,,,Charged To Pur Pr-,local
INTEREST CHARGED TO STANDARD PURCH,,,Financial Transactions,unknown,,,Charged To Standard Purch,0,,,,,,,Charged To Standard Purch,local
NON-WELLS FARGO ATM TRANSACTION FEE,,,Financial Transactions,unknown,,,Non-Wells Fargo Atm,0,,,,,,,Non-Wells Fargo Atm,local
NON-WF ATM WITHDRAWAL AUTHORIZED ON 05/15 8455 NW 53RD TERRACE DORAL FL ATM ID A157171,,,Financial Transactions,unknown,,,Non-Wf Atm Authorized On,0,,,,,,,Non-Wf Atm Authorized On,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
AMAZON MKTPL*NW45U0F81 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*NW72X1CJ1 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
"BUS TELE SVCS DIRECT DEP 250515A2Q FALENI,MICHEL",,,BUS TELE SVCS,unknown,,,Bus Tele Svcs Direct,0,,,,,,,Bus Tele Svcs Direct,local
CITI CARD ONLINE PAYMENT 250514 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
ZELLE TO SEBASTIAN CAMINERO ON 05/15,,,Sebastian Caminero,zelle,to,SEBASTIAN CAMINERO ON 05,Zelle To SEBASTIAN CAMINERO ON 05,0,,,,,,,Zelle To SEBASTIAN CAMINERO ON 05,local
GOOGLE *Google One 650-253-0000,,,Google One,unknown,,,Google Google One,0,,,,,,,Google Google One,local
SPIRIT A48704341555270 MIRAMAR FLNAME: FALENI/A DEPART:05/18/2025 IAH TO MIA: NK: CLASS:V : STOP:,,,Spirit,unknown,,,Spirit Miramar Flname Faleni/A,0,,,,,,,Spirit Miramar Flname Faleni/A,local
"SQ *MASF DOCS, LLC MIAMI SPRINGS",,,Dr. Santos,unknown,,,"Sq Masf Docs, Llc",0,,,,,,,"Sq Masf Docs, Llc",local
SQ *MEDICAL ASSOCIATES DORAL,,,Medical Associates,unknown,,,Sq Medical Associates Doral,0,,,,,,,Sq Medical Associates Doral,local
WEBPAY-COURTORTICKET MIAMI,,,Tickets,unknown,,,Webpay-Courtorticket Miami,0,,,,,,,Webpay-Courtorticket Miami,local
ZELLE TO BASKETBALL CHARLIE ON 05/14 LORENZO BASKET,,,Basketball Charlie,zelle,to,BASKETBALL CHARLIE ON 05,Zelle To BASKETBALL CHARLIE ON 05,0,,,,,,,Zelle To BASKETBALL CHARLIE ON 05,local
CVS/PHARMACY #10464 MIAMI,,,CVS,unknown,,,Cvs/Pharmacy Miami,0,,,,,,,Cvs/Pharmacy Miami,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
NATL GEN INS*RECURRING 800-462-2123,,,National General Insurance,unknown,,,Natl Gen Ins Recurring,0,,,,,,,Natl Gen Ins Recurring,local
SUNPASS*ACC613078 888-865-5352 FL S385132220366730,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
WALMART.COM         WALMART.COM,,,Walmart,unknown,,,Walmart.Com Walmart.Com,0,,,,,,,Walmart.Com Walmart.Com,local
WALMART.COM         WALMART.COM,,,Walmart,unknown,,,Walmart.Com Walmart.Com,0,,,,,,,Walmart.Com Walmart.Com,local
AMAZON MKTPL*NI12V8S90 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*NI27N6QB0 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*NI67E4B31 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*NW87E3S62 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
CITI CARD ONLINE PAYMENT 250512 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
CHEVRON 0371873 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
"ONLINE PAYMENT, THANK YOU",,,Financial Transactions,unknown,,,Thank You,0,,,,,,,Thank You,local
TST* GRAZIANOS MARKET DORAL,,,Grazianos Market,unknown,,,Tst Grazianos Market Doral,0,,,,,,,Tst Grazianos Market Doral,local
YETI 1-833-225-9384,,,Yeti,unknown,,,Yeti,0,,,,,,,Yeti,local
BMW BANK BMWFS PYMT 250511,,,Moto,unknown,,,Bmw Bank Bmwfs Pymt,0,,,,,,,Bmw Bank Bmwfs Pymt,local
Netflix.com netflix.com CA S305129295245640,,,Netflix,unknown,,,Netflix.Com Netflix.Com Ca,0,,,,,,,Netflix.Com Netflix.Com Ca,local
ZELLE TO QUERO CESAR ON 05/12 CESAR MANTENIMIENTO,,,Cesar Mantenimiento,zelle,to,QUERO CESAR ON 05,Zelle To QUERO CESAR ON 05,0,,,,,,,Zelle To QUERO CESAR ON 05,local
AMAZON MKTPL*NI2HT0P91 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*NI8EV6X91 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*NI8ME5V60 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
ONLINE TRANSFER FROM PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,From Personal Line Of,0,,,,,,,From Personal Line Of,local
ONLINE TRANSFER TO FALENI M PLATINUM SAVINGS SAVINGS FROM AMEX,,,Transfers,unknown,,,To Faleni M Platinum,0,,,,,,,To Faleni M Platinum,local
CITY OF MIAMI BEACHQPS MIAMI BEACH,,,City of Miami Beach,unknown,,,City Of Miami Beachqps,0,,,,,,,City Of Miami Beachqps,local
WINN-DIXIE #0280 DORAL,,,Winn-Dixie,unknown,,,Winn-Dixie Doral,0,,,,,,,Winn-Dixie Doral,local
PABLO FLOWERS       Miami,,,Pablo Flowers,unknown,,,Pablo Flowers Miami,0,,,,,,,Pablo Flowers Miami,local
DORAL ACE HDWE MIAMI,,,Doral Ace Hardware,unknown,,,Doral Ace Hdwe Miami,0,,,,,,,Doral Ace Hdwe Miami,local
EL CAPITAN SPORTS CENT MIAMI,,,El Capitan Sports Center,unknown,,,El Capitan Sports Cent,0,,,,,,,El Capitan Sports Cent,local
SHADOW WAGYU CORAL GABLES,,,Shadow Wagyu,unknown,,,Shadow Wagyu Coral Gables,0,,,,,,,Shadow Wagyu Coral Gables,local
AT&T UVERSE PAYMENT,,,AT&T,unknown,,,At&T Uverse Payment,0,,,,,,,At&T Uverse Payment,local
EXPERIAN* CREDIT REPO COSTA MESA,,,Experian,unknown,,,Experian Repo Costa Mesa,0,,,,,,,Experian Repo Costa Mesa,local
MPA PARKING PAY BY PHO MIAMI,,,MPA Parking,unknown,,,Mpa Parking Pay By,0,,,,,,,Mpa Parking Pay By,local
SUNPASS*ACC613078 888-865-5352 FL S465128183518583,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
AMAZON.COM          AMZN.COM/BILL,,,Amazon,unknown,,,Amazon.Com Amzn.Com/Bill,0,,,,,,,Amazon.Com Amzn.Com/Bill,local
AMAZON.COM          AMZN.COM/BILL,,,Amazon,unknown,,,Amazon.Com Amzn.Com/Bill,0,,,,,,,Amazon.Com Amzn.Com/Bill,local
WALMART.COM         WALMART.COM,,,Walmart,unknown,,,Walmart.Com Walmart.Com,0,,,,,,,Walmart.Com Walmart.Com,local
"AMERICAN EXPRESS TRANSFER FALENI,MICHEL MICHEL R FALENI",,,Transfers,unknown,,,"American Express Faleni,Michel Michel",0,,,,,,,"American Express Faleni,Michel Michel",local
AMAZON SHOP WITH POINTS CREDIT,,,Amazon,unknown,,,Amazon Shop With Points,0,,,,,,,Amazon Shop With Points,local
HERTZ CAR RENTAL    OKLAHOMA CITY,,,Hertz,unknown,,,Hertz Car Rental Oklahoma,0,,,,,,,Hertz Car Rental Oklahoma,local
ZELLE TO VALET ZUMA ON 05/08,,,Zelle,zelle,to,VALET ZUMA ON 05,Zelle To VALET ZUMA ON 05,0,,,,,,,Zelle To VALET ZUMA ON 05,local
ZELLE TO FACIALES YMACK ON 05/06 FACIAL LORENZO FALENI,,,Zelle,zelle,to,FACIALES YMACK ON 05,Zelle To FACIALES YMACK ON 05,0,,,,,,,Zelle To FACIALES YMACK ON 05,local
AMAZON RETA* MI0RI97G3 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
AMAZON RETA* N21CW72K1 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
ZELLE FROM BY GERUNCHO INC ON 05/07 REF # BACNL58UARE6 PRESTAMO,,,Zelle,zelle,from,BY GERUNCHO INC ON 05,Zelle From BY GERUNCHO INC ON 05,0,,,,,,,Zelle From BY GERUNCHO INC ON 05,local
CVS/PHARMACY #1046 MIAMI FL S305125625448869,,,CVS,unknown,,,Cvs/Pharmacy Miami Fl,0,,,,,,,Cvs/Pharmacy Miami Fl,local
Guarantee Manage RESIDENT,,,Guarantee Management,unknown,,,Guarantee Manage Resident,0,,,,,,,Guarantee Manage Resident,local
AIRWALXUK*FERRYHOPPEMOSCHATO,,,Airwallex,unknown,,,Airwalxuk Ferryhoppemoschato,0,,,,,,,Airwalxuk Ferryhoppemoschato,local
CKO*FERRYHOPPER SA 5AGION OROS,,,Ferryhopper,unknown,,,Cko Ferryhopper Sa Oros,0,,,,,,,Cko Ferryhopper Sa Oros,local
AMAZON RETA* NB08T0X91 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
ZELLE TO TOP GOLF TIP ON 05/06,,,Zelle,zelle,to,TOP GOLF TIP ON 05,Zelle To TOP GOLF TIP ON 05,0,,,,,,,Zelle To TOP GOLF TIP ON 05,local
NAPLES JAGUAR LANDROVE NAPLES,,,Naples Jaguar,unknown,,,Naples Jaguar Landrove Naples,0,,,,,,,Naples Jaguar Landrove Naples,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS CAR INSURANCE REPAYMENT TO SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
SAKS OFF 5TH #718   MIAMI,,,Saks Off 5th,unknown,,,Saks Off Miami,0,,,,,,,Saks Off Miami,local
AMAZON RETA* NB4BP6PX1 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
AMAZON RETA* NB5LX81J1 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
PAYPAL *PROGRESSIVE,,,PayPal,unknown,,,Paypal Progressive,0,,,,,,,Paypal Progressive,local
"BK OF AMER MC ONLINE PMT 250505 CKF828154125POS FALENI FERNANDEZ,MICHE",,,Bank of America,unknown,,,Bk Of Amer Mc,0,,,,,,,Bk Of Amer Mc,local
ZELLE TO FERNANDEZ MINA ON 05/03 GORRAS,,,Zelle,zelle,to,FERNANDEZ MINA ON 05,Zelle To FERNANDEZ MINA ON 05,0,,,,,,,Zelle To FERNANDEZ MINA ON 05,local
ZELLE TO SEBASTIAN CAMINERO ON 05/03 GRACIAS MI BRO,,,Zelle,zelle,to,SEBASTIAN CAMINERO ON 05,Zelle To SEBASTIAN CAMINERO ON 05,0,,,,,,,Zelle To SEBASTIAN CAMINERO ON 05,local
TST* SEGAFREDO CAFE - MIAMI BEACH,,,Segafredo Cafe,unknown,,,Tst Segafredo Cafe Miami,0,,,,,,,Tst Segafredo Cafe Miami,local
HOTELCOM730981869218HOTELS.COM,,,Hotels.com,unknown,,,.Com,0,,,,,,,.Com,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
HARD ROCK STADIUM MIAMI GARDENS,,,Hard Rock Stadium,unknown,,,Hard Rock Stadium Miami,0,,,,,,,Hard Rock Stadium Miami,local
HARD ROCK STADIUM REST MIAMI,,,Hard Rock Stadium,unknown,,,Hard Rock Stadium Rest,0,,,,,,,Hard Rock Stadium Rest,local
HARD ROCK STADIUM REST MIAMI,,,Hard Rock Stadium,unknown,,,Hard Rock Stadium Rest,0,,,,,,,Hard Rock Stadium Rest,local
Official F1 Shop Miami Miami,,,Official F1 Shop,unknown,,,Official Shop Miami Miami,0,,,,,,,Official Shop Miami Miami,local
SQ *DH VENDING INC Pompano Beach,,,DH Vending,unknown,,,Sq Dh Vending Inc,0,,,,,,,Sq Dh Vending Inc,local
SQ *DH VENDING INC Pompano Beach,,,DH Vending,unknown,,,Sq Dh Vending Inc,0,,,,,,,Sq Dh Vending Inc,local
SQ *DH VENDING INC Pompano Beach,,,DH Vending,unknown,,,Sq Dh Vending Inc,0,,,,,,,Sq Dh Vending Inc,local
BA ELECTRONIC PAYMENT,,,Financial Transactions,unknown,,,Ba Electronic Payment,0,,,,,,,Ba Electronic Payment,local
RYANAIR2224PR1WHM SWORDS IRLNAME: FALENI/MICHEL DEPART:07/11/2025 RAK TO MAD: FR: CLASS:W : STOP: 0 MAD TO RAK: FR: CLASS:A : STOP: 0,,,Ryanair,unknown,,,Swords Irlname Faleni/Michel Depart,0,,,,,,,Swords Irlname Faleni/Michel Depart,local
TOTAL WINE & MORE 9 DORAL,,,Total Wine & More,unknown,,,Total Wine More Doral,0,,,,,,,Total Wine More Doral,local
Kukenam Summer C 250501 95544465 ANDREINA FALENI ANDREI,,,Kukenam,unknown,,,Kukenam Summer C Andreina,0,,,,,,,Kukenam Summer C Andreina,local
MDWS M-DWASDPMT 250501 MICHEL FALENI,,,Water Bill,unknown,,,Mdws M-Dwasdpmt Michel Faleni,0,,,,,,,Mdws M-Dwasdpmt Michel Faleni,local
ONLINE TRANSFER TO FERNANDEZ M EVERYDAY CHECKING GASTOS EXTRAS CASA,,,Fernandez,unknown,,,To Fernandez M Everyday,0,,,,,,,To Fernandez M Everyday,local
PENNYMAC CASH May 25-0056 Michel Faleni,,,Balmoral Estates,unknown,,,Pennymac Cash May Michel,0,,,,,,,Pennymac Cash May Michel,local
APPLECARD GSBANK PAYMENT 050125 1881361 Michel Faleni,,,Apple,unknown,,,Applecard Gsbank Payment Michel,0,,,,,,,Applecard Gsbank Payment Michel,local
FANDANGO *,,,Fandango,unknown,,,Fandango,0,,,,,,,Fandango,local
NAVARRO DISCOUNT PHARM DORAL,,,Navarro Discount Pharm,unknown,,,Navarro Discount Pharm Doral,0,,,,,,,Navarro Discount Pharm Doral,local
YETI 1-833-225-9384,,,Yeti,unknown,,,Yeti,0,,,,,,,Yeti,local
eBay O*18-13011-28679 San Jose,,,eBay,unknown,,,Ebay O San Jose,0,,,,,,,Ebay O San Jose,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
SUNPASS*ACC613078 888-865-5352 FL S465120215060613,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
HOTELCOM720627717097HOTELS.COM,,,Hotels.com,unknown,,,.Com,0,,,,,,,.Com,local
NETFLIX.COM         866-579-7172,,,Netflix,unknown,,,Netflix.Com,0,,,,,,,Netflix.Com,local
AMAZON RETA* N21CW72K1 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
ONLINE TRANSFER FROM FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,From Faleni M Platinum,0,,,,,,,From Faleni M Platinum,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
ZELLE TO RITZ OLIVER ON 05/01,,,Zelle,zelle,to,RITZ OLIVER ON 05,Zelle To RITZ OLIVER ON 05,0,,,,,,,Zelle To RITZ OLIVER ON 05,local
AMERICAN0010625355922 PHOENIX AZNAME: FALENI/ANDREINA DEPART:05/29/2025 SFO TO MIA: AA: CLASS:B : STOP:,,,American Airlines,unknown,,,Phoenix Azname Faleni/Andreina Depart,0,,,,,,,Phoenix Azname Faleni/Andreina Depart,local
AMERICAN0010625355923 PHOENIX AZNAME: FALENI/LORENZO DEPART:05/29/2025 SFO TO MIA: AA: CLASS:B : STOP:,,,American Airlines,unknown,,,Phoenix Azname Faleni/Lorenzo Depart,0,,,,,,,Phoenix Azname Faleni/Lorenzo Depart,local
AMERICAN0012235970086 PHOENIX AZNAME: FALENI/ANDREINA DEPART:05/29/2025 SFO TO MIA: AA: CLASS:B : STOP:,,,American Airlines,unknown,,,Phoenix Azname Faleni/Andreina Depart,0,,,,,,,Phoenix Azname Faleni/Andreina Depart,local
AMERICAN0012235970087 PHOENIX AZNAME: FALENI/LORENZO DEPART:05/29/2025 SFO TO MIA: AA: CLASS:B : STOP:,,,American Airlines,unknown,,,Phoenix Azname Faleni/Lorenzo Depart,0,,,,,,,Phoenix Azname Faleni/Lorenzo Depart,local
SP YETI RESCUES BEVERLY HILLS,,,Yeti,unknown,,,Sp Yeti Rescues Beverly,0,,,,,,,Sp Yeti Rescues Beverly,local
INTEREST PAYMENT,,,Financial Transactions,unknown,,,Payment,0,,,,,,,Payment,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING GASOLINA,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
OPENAI *CHATGPT SUBSSAN FRANCISCO,,,OpenAI,unknown,,,Openai Chatgpt Subssan Francisco,0,,,,,,,Openai Chatgpt Subssan Francisco,local
